Country,ThsdUSD1000,Year,Code,Additional
ავღანეთი,251.1341869,2009,4სხვა ქვეყნები,
ალბანეთი,3141.809348,2009,4სხვა ქვეყნები,
ანგოლა,3139.367614,2009,4სხვა ქვეყნები,
არაბთა გაერთიანებული საამიროები,16712.22222,2009,4სხვა ქვეყნები,
არგენტინა,2.145594818,2009,4სხვა ქვეყნები,
აშშ,36933.89482,2009,4სხვა ქვეყნები,
ბარბადოსი,0.39479403,2009,4სხვა ქვეყნები,
ბენინი,25.04545183,2009,4სხვა ქვეყნები,
ბოსნია და ჰერცეგოვინა,1.519997019,2009,4სხვა ქვეყნები,
ბრაზილია,1.027600596,2009,4სხვა ქვეყნები,
ბურკინაფასო,1863.533004,2009,4სხვა ქვეყნები,
გაერთიანებული სამეფო,8186.220009,2009,4სხვა ქვეყნები,
განა,0.015095016,2009,4სხვა ქვეყნები,
გიბრალტარი,255.5318734,2009,4სხვა ქვეყნები,
ეგვიპტე,3477.057236,2009,4სხვა ქვეყნები,
ეკვადორი,1.229190286,2009,4სხვა ქვეყნები,
ერაყი,10685.11436,2009,4სხვა ქვეყნები,
ვიეტნამი,184.8893944,2009,4სხვა ქვეყნები,
"ვირჯინის კუნძულები, ბრიტანეთი",189.4,2009,4სხვა ქვეყნები,
თურქეთი,225769.0613,2009,4სხვა ქვეყნები,
იაპონია,4561.402296,2009,4სხვა ქვეყნები,
იემენი,1.5,2009,4სხვა ქვეყნები,
ინდოეთი,5816.123836,2009,4სხვა ქვეყნები,
ინდონეზია,557.2302904,2009,4სხვა ქვეყნები,
იორდანია,1096.305811,2009,4სხვა ქვეყნები,
ირანი,6425.792472,2009,4სხვა ქვეყნები,
ისრაელი,1635.047717,2009,4სხვა ქვეყნები,
კამბოჯა,2.69841949,2009,4სხვა ქვეყნები,
კამერუნი,6.713717129,2009,4სხვა ქვეყნები,
კანადა,117224.1117,2009,4სხვა ქვეყნები,
კოლუმბია,55.08799474,2009,4სხვა ქვეყნები,
"კორეა, რესპუბლიკა",5105.790002,2009,4სხვა ქვეყნები,
"კორეა, სახალხო დემოკრატიული რესპუბლიკა",385.1375877,2009,4სხვა ქვეყნები,
ლიბანი,3869.920965,2009,4სხვა ქვეყნები,
ლიბია,12.62964953,2009,4სხვა ქვეყნები,
"მაკედონია, იუგოსლავიის ყოფილი რესპუბლიკა",132.2259874,2009,4სხვა ქვეყნები,
მალაიზია,21.60837409,2009,4სხვა ქვეყნები,
მაროკო,72.7,2009,4სხვა ქვეყნები,
მექსიკა,40,2009,4სხვა ქვეყნები,
მონღოლეთი,278.3936705,2009,4სხვა ქვეყნები,
ნეპალი,0.176141314,2009,4სხვა ქვეყნები,
ნიგერია,0.218667675,2009,4სხვა ქვეყნები,
ნორვეგია,570.1068097,2009,4სხვა ქვეყნები,
პაკისტანი,92.09139146,2009,4სხვა ქვეყნები,
პანამა,630.7685068,2009,4სხვა ქვეყნები,
სამხრეთი აფრიკა,93.70647923,2009,4სხვა ქვეყნები,
საუდების არაბეთი,9473.150017,2009,4სხვა ქვეყნები,
საფრანგეთის პოლინეზია,57.30208772,2009,4სხვა ქვეყნები,
სერბიამონტენეგრო,298.3926068,2009,4სხვა ქვეყნები,
სიერალეონე,164.4468456,2009,4სხვა ქვეყნები,
სინგაპური,1234.029445,2009,4სხვა ქვეყნები,
სირია,3400.311955,2009,4სხვა ქვეყნები,
სუდანი,514.5,2009,4სხვა ქვეყნები,
"ტაივანი, ჩინეთის პროვინცია",1200.882743,2009,4სხვა ქვეყნები,
ტაილანდი,300.6505668,2009,4სხვა ქვეყნები,
ურუგვაი,1.82,2009,4სხვა ქვეყნები,
ფილიპინები,198.9264761,2009,4სხვა ქვეყნები,
ქუვეითი,220.0943615,2009,4სხვა ქვეყნები,
ყატარი,1.268277946,2009,4სხვა ქვეყნები,
შვეიცარია,2290.619468,2009,4სხვა ქვეყნები,
შრილანკა,72.23134525,2009,4სხვა ქვეყნები,
ჩინეთი,5965.548989,2009,1ჩინეთი,
ჰონკონგი,2786.310286,2009,4სხვა ქვეყნები,
ავსტრია,1028.092439,2010,4სხვა ქვეყნები,
ბელგია,22074.58175,2010,4სხვა ქვეყნები,
ბულგარეთი,66754.24931,2010,4სხვა ქვეყნები,
გერმანია,35003.35928,2010,4სხვა ქვეყნები,
დანია,3612.077562,2010,4სხვა ქვეყნები,
ესპანეთი,32709.17021,2010,4სხვა ქვეყნები,
ესტონეთი,878.7220621,2010,4სხვა ქვეყნები,
ირლანდია,313.7217878,2010,4სხვა ქვეყნები,
იტალია,26048.41053,2010,4სხვა ქვეყნები,
კვიპროსი,139.3176913,2010,4სხვა ქვეყნები,
ლატვია,6506.233521,2010,4სხვა ქვეყნები,
ლიეტუვა (ლიტვა),11256.13903,2010,4სხვა ქვეყნები,
ლუქსემბურგი,33.10447606,2010,4სხვა ქვეყნები,
მალტა,17.51271623,2010,4სხვა ქვეყნები,
ნიდერლანდები,17833.05444,2010,4სხვა ქვეყნები,
პოლონეთი,5287.994589,2010,4სხვა ქვეყნები,
პორტუგალია,1913.975329,2010,4სხვა ქვეყნები,
